Date,Time,Elapsed (s),246A Temp,246B Temp,246C Temp, Flags,
05/20/2024,20:00:55:727,60.000,21.31,20.94,21.60,,
05/20/2024,20:00:56:227,60.500,21.31,20.94,21.60,,
05/20/2024,20:00:56:727,61.000,21.31,20.94,21.60,,
05/20/2024,20:00:57:227,61.500,21.31,20.95,21.59,,
05/20/2024,20:00:57:727,62.000,21.31,20.94,21.60,,
05/20/2024,20:00:58:227,62.500,21.32,20.93,21.60,,
05/20/2024,20:00:58:727,63.000,21.31,20.94,21.59,,
05/20/2024,20:00:59:227,63.500,21.31,20.94,21.59,,
05/20/2024,20:00:59:727,64.000,21.30,20.94,21.59,,
05/20/2024,20:01:00:227,64.500,21.30,20.95,21.59,,
05/20/2024,20:01:00:727,65.000,21.30,20.96,21.59,,
05/20/2024,20:01:01:227,65.500,21.30,20.96,21.59,,
05/20/2024,20:01:01:727,66.000,21.30,20.96,21.59,,
05/20/2024,20:01:02:227,66.500,21.31,20.95,21.59,,
05/20/2024,20:01:02:727,67.000,21.31,20.95,21.60,,
05/20/2024,20:01:03:227,67.500,21.30,20.94,21.60,,
05/20/2024,20:01:03:727,68.000,21.31,20.95,21.59,,
05/20/2024,20:01:04:227,68.500,21.31,20.95,21.59,,
05/20/2024,20:01:04:727,69.000,21.31,20.94,21.59,,
05/20/2024,20:01:05:227,69.500,21.31,20.93,21.60,,
05/20/2024,20:01:05:727,70.000,21.31,20.93,21.60,,
05/20/2024,20:01:06:227,70.500,21.31,20.94,21.59,,
05/20/2024,20:01:06:727,71.000,21.30,20.95,21.59,,
05/20/2024,20:01:07:227,71.500,21.29,20.95,21.60,,
05/20/2024,20:01:07:727,72.000,21.30,20.95,21.59,,
05/20/2024,20:01:08:227,72.500,21.30,20.96,21.59,,
05/20/2024,20:01:08:727,73.000,21.29,20.97,21.58,,
05/20/2024,20:01:09:227,73.500,21.29,20.97,21.58,,
05/20/2024,20:01:09:727,74.000,21.29,20.96,21.59,,
05/20/2024,20:01:10:227,74.500,21.29,20.96,21.60,,
05/20/2024,20:01:10:727,75.000,21.30,20.97,21.60,,
05/20/2024,20:01:11:227,75.500,21.30,20.97,21.59,,
05/20/2024,20:01:11:727,76.000,21.30,20.97,21.59,,
05/20/2024,20:01:12:227,76.500,21.31,20.96,21.59,,
05/20/2024,20:01:12:727,77.000,21.31,20.95,21.59,,
05/20/2024,20:01:13:227,77.500,21.31,20.95,21.59,,
05/20/2024,20:01:13:727,78.000,21.31,20.95,21.59,,
05/20/2024,20:01:14:227,78.500,21.31,20.94,21.59,,
05/20/2024,20:01:14:727,79.000,21.31,20.94,21.60,,
05/20/2024,20:01:15:227,79.500,21.32,20.93,21.60,,
05/20/2024,20:01:15:727,80.000,21.32,20.94,21.59,,
05/20/2024,20:01:16:227,80.500,21.31,20.95,21.59,,
05/20/2024,20:01:16:727,81.000,21.32,20.94,21.60,,
05/20/2024,20:01:17:227,81.500,21.32,20.94,21.60,,
05/20/2024,20:01:17:727,82.000,21.32,20.94,21.61,,
05/20/2024,20:01:18:227,82.500,21.32,20.95,21.60,,
05/20/2024,20:01:18:727,83.000,21.31,20.95,21.60,,
05/20/2024,20:01:19:227,83.500,21.31,20.96,21.60,,
05/20/2024,20:01:19:727,84.000,21.31,20.96,21.61,,
05/20/2024,20:01:20:227,84.500,21.31,20.97,21.60,,
05/20/2024,20:01:20:727,85.000,21.31,20.97,21.60,,
05/20/2024,20:01:21:227,85.500,21.31,20.98,21.60,,
05/20/2024,20:01:21:727,86.000,21.30,20.97,21.61,,
05/20/2024,20:01:22:227,86.500,21.31,20.97,21.61,,
05/20/2024,20:01:22:727,87.000,21.30,20.97,21.61,,
05/20/2024,20:01:23:227,87.500,21.31,20.98,21.61,,
05/20/2024,20:01:23:727,88.000,21.31,20.99,21.60,,
05/20/2024,20:01:24:227,88.500,21.31,20.98,21.60,,
05/20/2024,20:01:24:727,89.000,21.32,20.97,21.61,,
05/20/2024,20:01:25:227,89.500,21.32,20.96,21.60,,
05/20/2024,20:01:25:727,90.000,21.32,20.97,21.60,,
05/20/2024,20:01:26:227,90.500,21.32,20.96,21.60,,
05/20/2024,20:01:26:727,91.000,21.32,20.96,21.60,,
05/20/2024,20:01:27:227,91.500,21.32,20.96,21.61,,
05/20/2024,20:01:27:727,92.000,21.32,20.96,21.61,,
05/20/2024,20:01:28:227,92.500,21.32,20.97,21.61,,
05/20/2024,20:01:28:727,93.000,21.32,20.98,21.61,,
05/20/2024,20:01:29:227,93.500,21.32,20.98,21.60,,
05/20/2024,20:01:29:727,94.000,21.32,20.98,21.61,,
05/20/2024,20:01:30:227,94.500,21.32,20.98,21.62,,
05/20/2024,20:01:30:727,95.000,21.32,20.98,21.62,,
05/20/2024,20:01:31:227,95.500,21.32,20.99,21.61,,
05/20/2024,20:01:31:727,96.000,21.33,20.97,21.62,,
05/20/2024,20:01:32:227,96.500,21.33,20.97,21.62,,
05/20/2024,20:01:32:727,97.000,21.33,20.97,21.61,,
05/20/2024,20:01:33:227,97.500,21.33,20.98,21.61,,
05/20/2024,20:01:33:727,98.000,21.33,20.98,21.61,,
05/20/2024,20:01:34:227,98.500,21.33,20.98,21.61,,
05/20/2024,20:01:34:727,99.000,21.33,20.97,21.62,,
05/20/2024,20:01:35:227,99.500,21.33,20.96,21.62,,
05/20/2024,20:01:35:727,100.000,21.33,20.96,21.62,,
05/20/2024,20:01:36:227,100.500,21.33,20.97,21.61,,
05/20/2024,20:01:36:727,101.000,21.33,20.97,21.61,,
05/20/2024,20:01:37:227,101.500,21.33,20.96,21.62,,
05/20/2024,20:01:37:727,102.000,21.33,20.97,21.62,,
05/20/2024,20:01:38:227,102.500,21.33,20.97,21.62,,
05/20/2024,20:01:38:727,103.000,21.33,20.97,21.62,,
05/20/2024,20:01:39:227,103.500,21.32,20.98,21.63,,
05/20/2024,20:01:39:727,104.000,21.32,20.98,21.62,,
05/20/2024,20:01:40:227,104.500,21.32,21.00,21.62,,
05/20/2024,20:01:40:727,105.000,21.32,21.00,21.62,,
05/20/2024,20:01:41:227,105.500,21.32,20.99,21.62,,
05/20/2024,20:01:41:727,106.000,21.32,20.99,21.62,,
05/20/2024,20:01:42:227,106.500,21.32,20.99,21.63,,
05/20/2024,20:01:42:727,107.000,21.32,21.00,21.63,,
05/20/2024,20:01:43:227,107.500,21.33,21.00,21.63,,
05/20/2024,20:01:43:727,108.000,21.33,21.00,21.63,,
05/20/2024,20:01:44:227,108.500,21.33,21.00,21.63,,
05/20/2024,20:01:44:727,109.000,21.33,21.01,21.63,,
05/20/2024,20:01:45:227,109.500,21.33,21.01,21.63,,
05/20/2024,20:01:45:727,110.000,21.34,21.01,21.63,,
05/20/2024,20:01:46:227,110.500,21.34,21.01,21.63,,
05/20/2024,20:01:46:727,111.000,21.34,21.01,21.63,,
05/20/2024,20:01:47:227,111.500,21.33,21.00,21.63,,
05/20/2024,20:01:47:727,112.000,21.33,21.01,21.63,,
05/20/2024,20:01:48:227,112.500,21.33,21.01,21.63,,
05/20/2024,20:01:48:727,113.000,21.33,21.01,21.63,,
05/20/2024,20:01:49:227,113.500,21.33,21.01,21.64,,
05/20/2024,20:01:49:727,114.000,21.33,21.00,21.64,,
05/20/2024,20:01:50:227,114.500,21.33,21.01,21.64,,
05/20/2024,20:01:50:727,115.000,21.33,21.01,21.64,,
05/20/2024,20:01:51:227,115.500,21.33,21.02,21.63,,
05/20/2024,20:01:51:727,116.000,21.34,21.02,21.63,,
05/20/2024,20:01:52:227,116.500,21.34,21.02,21.64,,
05/20/2024,20:01:52:727,117.000,21.34,21.02,21.63,,
05/20/2024,20:01:53:227,117.500,21.35,21.02,21.63,,
05/20/2024,20:01:53:727,118.000,21.35,21.02,21.63,,
05/20/2024,20:01:54:227,118.500,21.35,21.03,21.63,,
05/20/2024,20:01:54:727,119.000,21.34,21.02,21.64,,
05/20/2024,20:01:55:227,119.500,21.34,21.01,21.64,,
05/20/2024,20:01:55:727,120.000,21.34,21.01,21.65,,
05/20/2024,20:01:56:227,120.500,21.34,21.01,21.64,,
05/20/2024,20:01:56:727,121.000,21.34,21.02,21.64,,
05/20/2024,20:01:57:227,121.500,21.34,21.02,21.64,,
05/20/2024,20:01:57:727,122.000,21.34,21.02,21.65,,
05/20/2024,20:01:58:227,122.500,21.34,21.01,21.65,,
05/20/2024,20:01:58:727,123.000,21.34,21.01,21.65,,
05/20/2024,20:01:59:227,123.500,21.34,21.02,21.65,,
05/20/2024,20:01:59:727,124.000,21.34,21.03,21.64,,
05/20/2024,20:02:00:227,124.500,21.35,21.02,21.65,,
05/20/2024,20:02:00:727,125.000,21.35,21.03,21.65,,
05/20/2024,20:02:01:227,125.500,21.35,21.03,21.65,,
05/20/2024,20:02:01:727,126.000,21.35,21.03,21.64,,
05/20/2024,20:02:02:227,126.500,21.36,21.04,21.64,,
05/20/2024,20:02:02:727,127.000,21.35,21.03,21.65,,
05/20/2024,20:02:03:227,127.500,21.35,21.03,21.65,,
05/20/2024,20:02:03:727,128.000,21.35,21.03,21.65,,
05/20/2024,20:02:04:227,128.500,21.35,21.03,21.65,,
05/20/2024,20:02:04:727,129.000,21.35,21.03,21.64,,
05/20/2024,20:02:05:227,129.500,21.35,21.03,21.64,,
05/20/2024,20:02:05:727,130.000,21.35,21.03,21.65,,
05/20/2024,20:02:06:227,130.500,21.35,21.03,21.65,,
05/20/2024,20:02:06:727,131.000,21.35,21.03,21.65,,
05/20/2024,20:02:07:227,131.500,21.35,21.03,21.65,,
05/20/2024,20:02:07:727,132.000,21.35,21.04,21.65,,
05/20/2024,20:02:08:227,132.500,21.35,21.04,21.65,,
05/20/2024,20:02:08:727,133.000,21.36,21.03,21.66,,
05/20/2024,20:02:09:227,133.500,21.36,21.04,21.65,,
05/20/2024,20:02:09:727,134.000,21.36,21.04,21.65,,
05/20/2024,20:02:10:227,134.500,21.37,21.05,21.65,,
05/20/2024,20:02:10:727,135.000,21.37,21.04,21.66,,
05/20/2024,20:02:11:227,135.500,21.36,21.03,21.66,,
05/20/2024,20:02:11:727,136.000,21.36,21.03,21.66,,
05/20/2024,20:02:12:227,136.500,21.36,21.03,21.67,,
05/20/2024,20:02:12:727,137.000,21.36,21.04,21.66,,
05/20/2024,20:02:13:227,137.500,21.36,21.04,21.65,,
05/20/2024,20:02:13:727,138.000,21.36,21.04,21.65,,
05/20/2024,20:02:14:227,138.500,21.36,21.04,21.66,,
05/20/2024,20:02:14:727,139.000,21.36,21.04,21.67,,
05/20/2024,20:02:15:227,139.500,21.36,21.04,21.67,,
05/20/2024,20:02:15:727,140.000,21.36,21.04,21.67,,
05/20/2024,20:02:16:227,140.500,21.36,21.05,21.66,,
05/20/2024,20:02:16:727,141.000,21.36,21.05,21.67,,
05/20/2024,20:02:17:227,141.500,21.37,21.05,21.67,,
05/20/2024,20:02:17:727,142.000,21.38,21.05,21.66,,
05/20/2024,20:02:18:227,142.500,21.37,21.05,21.66,,
05/20/2024,20:02:18:727,143.000,21.37,21.06,21.66,,
05/20/2024,20:02:19:227,143.500,21.37,21.06,21.66,,
05/20/2024,20:02:19:727,144.000,21.37,21.06,21.67,,
05/20/2024,20:02:20:227,144.500,21.37,21.05,21.67,,
05/20/2024,20:02:20:727,145.000,21.37,21.05,21.67,,
05/20/2024,20:02:21:227,145.500,21.37,21.05,21.67,,
05/20/2024,20:02:21:727,146.000,21.37,21.06,21.67,,
05/20/2024,20:02:22:227,146.500,21.37,21.06,21.67,,
05/20/2024,20:02:22:727,147.000,21.37,21.06,21.67,,
05/20/2024,20:02:23:227,147.500,21.37,21.05,21.67,,
05/20/2024,20:02:23:727,148.000,21.37,21.05,21.68,,
05/20/2024,20:02:24:227,148.500,21.37,21.05,21.68,,
05/20/2024,20:02:24:727,149.000,21.37,21.06,21.68,,
05/20/2024,20:02:25:227,149.500,21.38,21.06,21.68,,
05/20/2024,20:02:25:727,150.000,21.38,21.05,21.68,,
05/20/2024,20:02:26:227,150.500,21.38,21.05,21.68,,
05/20/2024,20:02:26:727,151.000,21.39,21.05,21.68,,
05/20/2024,20:02:27:227,151.500,21.39,21.05,21.67,,
05/20/2024,20:02:27:727,152.000,21.39,21.05,21.68,,
05/20/2024,20:02:28:227,152.500,21.39,21.05,21.68,,
05/20/2024,20:02:28:727,153.000,21.39,21.05,21.68,,
05/20/2024,20:02:29:227,153.500,21.39,21.06,21.68,,
05/20/2024,20:02:29:727,154.000,21.38,21.07,21.68,,
05/20/2024,20:02:30:227,154.500,21.38,21.07,21.69,,
05/20/2024,20:02:30:727,155.000,21.38,21.07,21.69,,
05/20/2024,20:02:31:227,155.500,21.38,21.06,21.70,,
05/20/2024,20:02:31:727,156.000,21.38,21.07,21.70,,
05/20/2024,20:02:32:227,156.500,21.39,21.07,21.69,,
05/20/2024,20:02:32:727,157.000,21.39,21.06,21.69,,
05/20/2024,20:02:33:227,157.500,21.40,21.05,21.69,,
05/20/2024,20:02:33:727,158.000,21.40,21.05,21.69,,
05/20/2024,20:02:34:227,158.500,21.40,21.05,21.68,,
05/20/2024,20:02:34:727,159.000,21.40,21.05,21.69,,
05/20/2024,20:02:35:227,159.500,21.40,21.05,21.69,,
05/20/2024,20:02:35:727,160.000,21.40,21.04,21.70,,
05/20/2024,20:02:36:227,160.500,21.40,21.04,21.70,,
05/20/2024,20:02:36:727,161.000,21.40,21.04,21.70,,
05/20/2024,20:02:37:227,161.500,21.40,21.06,21.69,,
05/20/2024,20:02:37:727,162.000,21.41,21.06,21.70,,
05/20/2024,20:02:38:227,162.500,21.41,21.05,21.71,,
05/20/2024,20:02:38:727,163.000,21.40,21.05,21.71,,
05/20/2024,20:02:39:227,163.500,21.40,21.06,21.70,,
05/20/2024,20:02:39:727,164.000,21.40,21.06,21.70,,
05/20/2024,20:02:40:227,164.500,21.40,21.05,21.71,,
05/20/2024,20:02:40:727,165.000,21.40,21.06,21.70,,
05/20/2024,20:02:41:227,165.500,21.41,21.07,21.70,,
05/20/2024,20:02:41:727,166.000,21.41,21.07,21.70,,
05/20/2024,20:02:42:227,166.500,21.41,21.07,21.70,,
05/20/2024,20:02:42:727,167.000,21.41,21.06,21.71,,
05/20/2024,20:02:43:227,167.500,21.41,21.06,21.71,,
05/20/2024,20:02:43:727,168.000,21.41,21.06,21.71,,
05/20/2024,20:02:44:227,168.500,21.41,21.07,21.70,,
05/20/2024,20:02:44:727,169.000,21.42,21.07,21.70,,
05/20/2024,20:02:45:227,169.500,21.42,21.05,21.71,,
05/20/2024,20:02:45:727,170.000,21.42,21.06,21.71,,
05/20/2024,20:02:46:227,170.500,21.42,21.06,21.70,,
05/20/2024,20:02:46:727,171.000,21.41,21.07,21.71,,
05/20/2024,20:02:47:227,171.500,21.41,21.07,21.71,,
05/20/2024,20:02:47:727,172.000,21.40,21.08,21.71,,
05/20/2024,20:02:48:227,172.500,21.41,21.08,21.70,,
05/20/2024,20:02:48:727,173.000,21.41,21.09,21.70,,
05/20/2024,20:02:49:227,173.500,21.41,21.08,21.70,,
05/20/2024,20:02:49:727,174.000,21.41,21.08,21.71,,
05/20/2024,20:02:50:227,174.500,21.41,21.07,21.71,,
05/20/2024,20:02:50:727,175.000,21.41,21.06,21.72,,
05/20/2024,20:02:51:227,175.500,21.42,21.07,21.71,,
05/20/2024,20:02:51:727,176.000,21.42,21.07,21.71,,
05/20/2024,20:02:52:227,176.500,21.42,21.07,21.72,,
05/20/2024,20:02:52:727,177.000,21.42,21.06,21.72,,
05/20/2024,20:02:53:227,177.500,21.43,21.07,21.72,,
05/20/2024,20:02:53:727,178.000,21.42,21.07,21.71,,
05/20/2024,20:02:54:227,178.500,21.42,21.08,21.72,,
05/20/2024,20:02:54:727,179.000,21.42,21.09,21.72,,
05/20/2024,20:02:55:227,179.500,21.42,21.09,21.71,,
05/20/2024,20:02:55:727,180.000,21.42,21.09,21.71,,
05/20/2024,20:02:56:227,180.500,21.41,21.09,21.71,,
05/20/2024,20:02:56:727,181.000,21.42,21.09,21.72,,
05/20/2024,20:02:57:227,181.500,21.42,21.08,21.73,,
05/20/2024,20:02:57:727,182.000,21.42,21.08,21.73,,
05/20/2024,20:02:58:227,182.500,21.42,21.08,21.72,,
05/20/2024,20:02:58:727,183.000,21.43,21.09,21.72,,
05/20/2024,20:02:59:227,183.500,21.43,21.08,21.73,,
05/20/2024,20:02:59:727,184.000,21.43,21.07,21.73,,
05/20/2024,20:03:00:227,184.500,21.44,21.08,21.72,,
05/20/2024,20:03:00:727,185.000,21.44,21.09,21.72,,
05/20/2024,20:03:01:227,185.500,21.43,21.09,21.72,,
05/20/2024,20:03:01:727,186.000,21.42,21.10,21.73,,
05/20/2024,20:03:02:227,186.500,21.42,21.10,21.72,,
05/20/2024,20:03:02:727,187.000,21.43,21.11,21.73,,
05/20/2024,20:03:03:227,187.500,21.42,21.11,21.73,,
05/20/2024,20:03:03:727,188.000,21.42,21.10,21.74,,
05/20/2024,20:03:04:227,188.500,21.42,21.10,21.73,,
05/20/2024,20:03:04:727,189.000,21.42,21.10,21.73,,
05/20/2024,20:03:05:227,189.500,21.42,21.11,21.73,,
05/20/2024,20:03:05:727,190.000,21.42,21.11,21.73,,
05/20/2024,20:03:06:227,190.500,21.42,21.11,21.74,,
05/20/2024,20:03:06:727,191.000,21.42,21.12,21.73,,
05/20/2024,20:03:07:227,191.500,21.43,21.13,21.73,,
05/20/2024,20:03:07:727,192.000,21.43,21.13,21.73,,
05/20/2024,20:03:08:227,192.500,21.43,21.13,21.73,,
05/20/2024,20:03:08:727,193.000,21.43,21.12,21.74,,
05/20/2024,20:03:09:227,193.500,21.43,21.12,21.74,,
05/20/2024,20:03:09:727,194.000,21.43,21.12,21.74,,
05/20/2024,20:03:10:227,194.500,21.43,21.13,21.73,,
05/20/2024,20:03:10:727,195.000,21.43,21.13,21.73,,
05/20/2024,20:03:11:227,195.500,21.43,21.13,21.74,,
05/20/2024,20:03:11:727,196.000,21.43,21.12,21.74,,
05/20/2024,20:03:12:227,196.500,21.43,21.12,21.74,,
05/20/2024,20:03:12:727,197.000,21.43,21.12,21.74,,
05/20/2024,20:03:13:227,197.500,21.43,21.12,21.75,,
05/20/2024,20:03:13:727,198.000,21.43,21.13,21.74,,
05/20/2024,20:03:14:227,198.500,21.44,21.13,21.74,,
05/20/2024,20:03:14:727,199.000,21.44,21.13,21.74,,
05/20/2024,20:03:15:227,199.500,21.44,21.13,21.74,,
05/20/2024,20:03:15:727,200.000,21.44,21.14,21.74,,
05/20/2024,20:03:16:227,200.500,21.44,21.14,21.74,,
05/20/2024,20:03:16:727,201.000,21.43,21.13,21.75,,
05/20/2024,20:03:17:227,201.500,21.44,21.13,21.75,,
05/20/2024,20:03:17:727,202.000,21.44,21.13,21.75,,
05/20/2024,20:03:18:227,202.500,21.44,21.13,21.74,,
05/20/2024,20:03:18:727,203.000,21.44,21.14,21.74,,
05/20/2024,20:03:19:227,203.500,21.44,21.14,21.74,,
05/20/2024,20:03:19:727,204.000,21.44,21.13,21.76,,
05/20/2024,20:03:20:227,204.500,21.44,21.13,21.76,,
05/20/2024,20:03:20:727,205.000,21.44,21.13,21.76,,
05/20/2024,20:03:21:227,205.500,21.45,21.14,21.75,,
05/20/2024,20:03:21:727,206.000,21.45,21.14,21.75,,
05/20/2024,20:03:22:227,206.500,21.45,21.13,21.76,,
05/20/2024,20:03:22:727,207.000,21.45,21.13,21.75,,
05/20/2024,20:03:23:227,207.500,21.46,21.13,21.75,,
05/20/2024,20:03:23:727,208.000,21.46,21.13,21.75,,
05/20/2024,20:03:24:227,208.500,21.47,21.12,21.76,,
05/20/2024,20:03:24:727,209.000,21.46,21.12,21.76,,
05/20/2024,20:03:25:227,209.500,21.46,21.13,21.76,,
05/20/2024,20:03:25:727,210.000,21.46,21.14,21.76,,
05/20/2024,20:03:26:227,210.500,21.46,21.15,21.76,,
